ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,0.5,0.25,0.714285714285714,1,0.666666666666667,0.631578947368421,0.6,0.666666666666667,0.5
0007CB0B74,0.5,0,0.476190476190476,0.9,0,0.761904761904762,0.333333333333333,0,0,0
0007CB0DBC,0.75,0.523809523809524,0,0.5,0.6,0.375,0.481481481481481,0.818181818181818,0.5,0.6
0007CB2407,0.285714285714286,0.1,0.5,0,0.5,0.8,0.692307692307692,0.285714285714286,0.5,0.4
0007F2B3FF,0,0,0.4,0.5,0,0.8,1,0.636363636363636,0.333333333333333,0.666666666666667
0007F2B59E,0.333333333333333,0.238095238095238,0.625,0.2,0.2,0,0.515151515151515,0.571428571428571,0.2,0.363636363636364
0007F2B8A2,0.368421052631579,0.666666666666667,0.518518518518518,0.307692307692308,0,0.484848484848485,0,0.428571428571429,0.4,0.696969696969697
0007F2B9FC,0.4,1,0.181818181818182,0.714285714285714,0.363636363636364,0.428571428571429,0.571428571428571,0,0.8,0.41025641025641
0007F2E37E,0.333333333333333,0,0.5,0.5,0.666666666666667,0.8,0.6,0.2,0,0.25
0007F2E3D4,0.5,1,0.4,0.6,0.333333333333333,0.636363636363636,0.303030303030303,0.58974358974359,0.75,0
