ID,0007CA3A72,0007CB0B74,0007CB0DBC,0007CB2407,0007F2B3FF,0007F2B59E,0007F2B8A2,0007F2B9FC,0007F2E37E,0007F2E3D4
0007CA3A72,0,0.333333333333333,0.333333333333333,0.8,0.833333333333333,0.65,0.590909090909091,0.6875,0.571428571428571,0.411764705882353
0007CB0B74,0.666666666666667,0,0.645833333333333,0.928571428571429,0.5,0.75,0.6,0.333333333333333,0.833333333333333,0.25
0007CB0DBC,0.666666666666667,0.354166666666667,0,0.48,0.615384615384615,0.644444444444444,0.5,0.742857142857143,0.508620689655172,0.466666666666667
0007CB2407,0.2,0.0714285714285714,0.52,0,0.6,0.714285714285714,0.666666666666667,0.25,0.631578947368421,0.268292682926829
0007F2B3FF,0.166666666666667,0.5,0.384615384615385,0.4,0,0.724137931034483,0.666666666666667,0.633333333333333,0.517241379310345,0.666666666666667
0007F2B59E,0.35,0.25,0.355555555555556,0.285714285714286,0.275862068965517,0,0.58974358974359,0.5,0.36,0.173913043478261
0007F2B8A2,0.409090909090909,0.4,0.5,0.333333333333333,0.333333333333333,0.41025641025641,0,0.6875,0.444444444444444,0.62
0007F2B9FC,0.3125,0.666666666666667,0.257142857142857,0.75,0.366666666666667,0.5,0.3125,0,0.473684210526316,0.441558441558442
0007F2E37E,0.428571428571429,0.166666666666667,0.491379310344828,0.368421052631579,0.482758620689655,0.64,0.555555555555556,0.526315789473684,0,0.2
0007F2E3D4,0.588235294117647,0.75,0.533333333333333,0.731707317073171,0.333333333333333,0.826086956521739,0.38,0.558441558441558,0.8,0
