ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,1,0,0,0.555555555555556,1,0,0,0.333333333333333,1
0007ABF555,0,0,0.111111111111111,0.666666666666667,0.5,0.666666666666667,1,0.5,0,0
0007AC2B02,1,0.888888888888889,0,0.818181818181818,0.576923076923077,0.5,0,0.833333333333333,0.842105263157895,0.25
0007ACA781,1,0.333333333333333,0.181818181818182,0,0.434782608695652,0,0,0.454545454545455,0.266666666666667,0.642857142857143
0007CB7051,0.444444444444444,0.5,0.423076923076923,0.565217391304348,0,0.375,0.375,0.416666666666667,0.428571428571429,0.516129032258065
0007CD6778,0,0.333333333333333,0.5,1,0.625,0,0,0,0.666666666666667,0.75
0007CD765E,0,0,0,1,0.625,0,0,0,1,0.5
0007CDADED,1,0.5,0.166666666666667,0.545454545454545,0.583333333333333,0,0,0,0.25,0.333333333333333
0007CDC443,0.666666666666667,1,0.157894736842105,0.733333333333333,0.571428571428571,0.333333333333333,0,0.75,0,0.5
0007CDEAA7,0,0,0.75,0.357142857142857,0.483870967741935,0.25,0.5,0.666666666666667,0.5,0
