ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,0.666666666666667,0,0,0.875,0,0,0,0.8,0.75
0007ABF555,0.333333333333333,0,0,0.166666666666667,0.6,0.2,1,0.571428571428571,0,0.454545454545455
0007AC2B02,0,0,0,0.666666666666667,0.666666666666667,0.333333333333333,0,0,0.8,0
0007ACA781,0,0.833333333333333,0.333333333333333,0,0.545454545454545,0.181818181818182,0,0.666666666666667,0.5,0.260869565217391
0007CB7051,0.125,0.4,0.333333333333333,0.454545454545455,0,0.5,0.272727272727273,0,0.333333333333333,0.615384615384615
0007CD6778,0,0.8,0.666666666666667,0.818181818181818,0.5,0,0,0,0,0.578947368421053
0007CD765E,0,0,0,0,0.727272727272727,0,0,0.5,0,0
0007CDADED,0,0.428571428571429,0,0.333333333333333,1,0,0.5,0,0.4,0
0007CDC443,0.2,0,0.2,0.5,0.666666666666667,1,0,0.6,0,0
0007CDEAA7,0.25,0.545454545454545,0,0.739130434782609,0.384615384615385,0.421052631578947,1,0,0,0
