ID,0007CA3B1C,0007CB1E1F,0007CB2183,0007CB2277,0007CB3D9B,0007CB3F5E,0007CB6BC3,0007F2945F,0007F2B8A6,0007F2E455
0007CA3B1C,0,0.5625,0.666666666666667,0.5,0.0909090909090909,0.475,0.333333333333333,0.428571428571429,0.428571428571429,0.25
0007CB1E1F,0.4375,0,0.5,0.555555555555556,0.272727272727273,0.5,0.65,0.5,0.5,0.285714285714286
0007CB2183,0.333333333333333,0.5,0,0.7,0.75,0.409090909090909,0.285714285714286,0.75,0.722222222222222,0.583333333333333
0007CB2277,0.5,0.444444444444444,0.3,0,0.565217391304348,0.551724137931034,0.652173913043478,0.5625,0.307692307692308,0.4375
0007CB3D9B,0.909090909090909,0.727272727272727,0.25,0.434782608695652,0,0.785714285714286,0.617647058823529,0.461538461538462,0.633333333333333,0.523809523809524
0007CB3F5E,0.525,0.5,0.590909090909091,0.448275862068966,0.214285714285714,0,0.448275862068966,0.323529411764706,0.388888888888889,0.606060606060606
0007CB6BC3,0.666666666666667,0.35,0.714285714285714,0.347826086956522,0.382352941176471,0.551724137931034,0,0.365853658536585,0.681818181818182,0.526315789473684
0007F2945F,0.571428571428571,0.5,0.25,0.4375,0.538461538461538,0.676470588235294,0.634146341463415,0,0.697674418604651,0.4
0007F2B8A6,0.571428571428571,0.5,0.277777777777778,0.692307692307692,0.366666666666667,0.611111111111111,0.318181818181818,0.302325581395349,0,0.558823529411765
0007F2E455,0.75,0.714285714285714,0.416666666666667,0.5625,0.476190476190476,0.393939393939394,0.473684210526316,0.6,0.441176470588235,0
