ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,0.947174310189988,1.72563662397079,0.146910964040983,0.929804018474761,0.627603799327577,2.44281592406405,0.820058685363528,0.832125385897408,0.4485775397188
0007CB2224,0.947174310189988,0,1.75746579008863,1.1131111488668,1.18086198703967,0.842379714164194,1.42769135633582,0.856716944002532,1.12707337397824,0.54358940100398
0007CB3491,1.72563662397079,1.75746579008863,0,2.18164408394,1.82984854404396,0.819852523148257,0.648018660705027,0.614250544824748,0.574334652760677,0.548997681954473
0007CB4837,0.146910964040983,1.1131111488668,2.18164408394,0,0.737189465426614,1.50154013864445,0.52907570655357,0,1.13633761438951,1.76481795801633
0007CD72E3,0.929804018474761,1.18086198703967,1.82984854404396,0.737189465426614,0,1.06055768089247,1.30155074583734,0.618851867386106,0.769903809088064,0.801535215184596
0007CD77C5,0.627603799327577,0.842379714164194,0.819852523148257,1.50154013864445,1.06055768089247,0,0.846743448804214,0.454061289676778,3.40572945190887,0.633159955989336
0007CDE223,2.44281592406405,1.42769135633582,0.648018660705027,0.52907570655357,1.30155074583734,0.846743448804214,0,1.35529897853074,0.724949942541569,0.840743999392192
0007CDEC0B,0.820058685363528,0.856716944002532,0.614250544824748,0,0.618851867386106,0.454061289676778,1.35529897853074,0,0.562937925605861,5.11203756954606
0007CDEEE2,0.832125385897408,1.12707337397824,0.574334652760677,1.13633761438951,0.769903809088064,3.40572945190887,0.724949942541569,0.562937925605861,0,0.721497130377138
0007CE0327,0.4485775397188,0.54358940100398,0.548997681954473,1.76481795801633,0.801535215184596,0.633159955989336,0.840743999392192,5.11203756954606,0.721497130377138,0
