ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,0.411764705882353,0.666666666666667,1,0.5,0.692307692307692,0.45,0,0.857142857142857,0
0007CB2224,0.588235294117647,0,0.5,0.571428571428571,0.372549019607843,0.452830188679245,0.568627450980392,0.222222222222222,0.514285714285714,0.590909090909091
0007CB3491,0.333333333333333,0.5,0,0.833333333333333,0.473684210526316,0.604651162790698,0.478260869565217,0,0.583333333333333,0.25
0007CB4837,0,0.428571428571429,0.166666666666667,0,0.5,1,0.6,1,0.8,0
0007CD72E3,0.5,0.627450980392157,0.526315789473684,0.5,0,0.6,0.676470588235294,0.3,0.45,0.166666666666667
0007CD77C5,0.307692307692308,0.547169811320755,0.395348837209302,0,0.4,0,0.406779661016949,0.6,0.45360824742268,0.2
0007CDE223,0.55,0.431372549019608,0.521739130434783,0.4,0.323529411764706,0.593220338983051,0,0.25,0.5,0.2
0007CDEC0B,0,0.777777777777778,1,0,0.7,0.4,0.75,0,0.666666666666667,0.333333333333333
0007CDEEE2,0.142857142857143,0.485714285714286,0.416666666666667,0.2,0.55,0.54639175257732,0.5,0.333333333333333,0,0
0007CE0327,1,0.409090909090909,0.75,0,0.833333333333333,0.8,0.8,0.666666666666667,1,0
