ID,0007CB0A48,0007CB0AD4,0007CB2ED2,0007CB321B,0007CB39C9,0007CB464C,0007F2B770,0007F2B957,0007F2BA9B,0007F2CA05
0007CB0A48,0,0.642857142857143,0.5,0.8,0.7,0.395833333333333,0.481481481481481,0.482142857142857,0.555555555555556,0.371428571428571
0007CB0AD4,0.357142857142857,0,0.510204081632653,0.4,0.625,0.583333333333333,0.454545454545455,0.684210526315789,0.384615384615385,0.181818181818182
0007CB2ED2,0.5,0.489795918367347,0,0.5,0.428571428571429,0.471698113207547,0.263157894736842,0.402439024390244,0.363636363636364,0.333333333333333
0007CB321B,0.2,0.6,0.5,0,0,1,0.666666666666667,0.333333333333333,0.714285714285714,0.5
0007CB39C9,0.3,0.375,0.571428571428571,0,0,0.222222222222222,1,0.125,0.235294117647059,0
0007CB464C,0.604166666666667,0.416666666666667,0.528301886792453,0,0.777777777777778,0,0.52,0.485714285714286,0.692307692307692,0.272727272727273
0007F2B770,0.518518518518518,0.545454545454545,0.736842105263158,0.333333333333333,0,0.48,0,0.583333333333333,0.5,0.346153846153846
0007F2B957,0.517857142857143,0.315789473684211,0.597560975609756,0.666666666666667,0.875,0.514285714285714,0.416666666666667,0,0.5,0.4375
0007F2BA9B,0.444444444444444,0.615384615384615,0.636363636363636,0.285714285714286,0.764705882352941,0.307692307692308,0.5,0.5,0,0.571428571428571
0007F2CA05,0.628571428571429,0.818181818181818,0.666666666666667,0.5,1,0.727272727272727,0.653846153846154,0.5625,0.428571428571429,0
