ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,0.5,0.5,0.5,0,0.6,0,0.666666666666667,0,0.5
0007CB3491,0.5,0,0.647058823529412,0.651162790697674,0.5,0.444444444444444,0,0.714285714285714,0.8,0.5
0007CB4837,0.5,0.352941176470588,0,0.444444444444444,0,1,0,0.222222222222222,0.571428571428571,0.5
0007CB6AB4,0.5,0.348837209302326,0.555555555555556,0,0,0.130434782608696,0.666666666666667,0.428571428571429,0.495652173913044,0.534246575342466
0007CD5116,1,0.5,0,1,0,1,0.555555555555556,1,1,0
0007CDE223,0.4,0.555555555555556,0,0.869565217391304,0,0,0,0.230769230769231,0.571428571428571,0.708333333333333
0007CDE4F0,0,1,1,0.333333333333333,0.444444444444444,1,0,0.333333333333333,0.666666666666667,0.75
0007CDEAA7,0.333333333333333,0.285714285714286,0.777777777777778,0.571428571428571,0,0.769230769230769,0.666666666666667,0,0.75,0.75
0007CDEC0B,1,0.2,0.428571428571429,0.504347826086956,0,0.428571428571429,0.333333333333333,0.25,0,0.571428571428571
0007CDEEE2,0.5,0.5,0.5,0.465753424657534,1,0.291666666666667,0.25,0.25,0.428571428571429,0
