ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,0.6,0.606060606060606,0.527272727272727,0.555555555555556,0.543478260869565,0.728395061728395,0.413793103448276,0.579545454545455,0.363636363636364
0007CB0942,0.4,0,0.625,0.611111111111111,1,0.588235294117647,0.36,0.625,0.708333333333333,0.566666666666667
0007CB30A6,0.393939393939394,0.375,0,0.384615384615385,0.428571428571429,0.59375,0.628571428571429,0.470588235294118,0.333333333333333,0.538461538461538
0007CB486D,0.472727272727273,0.388888888888889,0.615384615384615,0,0.714285714285714,0.536082474226804,0.685393258426966,0.53030303030303,0.552380952380952,0.5625
0007CD5116,0.444444444444444,0,0.571428571428571,0.285714285714286,0,0.181818181818182,0.666666666666667,0.6,0.571428571428571,0.666666666666667
0007CD86B3,0.456521739130435,0.411764705882353,0.40625,0.463917525773196,0.818181818181818,0,0.582278481012658,0.522388059701492,0.496062992125984,0.397849462365591
0007CDC91B,0.271604938271605,0.64,0.371428571428571,0.314606741573034,0.333333333333333,0.417721518987342,0,0.407894736842105,0.406976744186047,0.297872340425532
0007CDDBAF,0.586206896551724,0.375,0.529411764705882,0.46969696969697,0.4,0.477611940298507,0.592105263157895,0,0.577981651376147,0.583333333333333
0007CDE223,0.420454545454545,0.291666666666667,0.666666666666667,0.447619047619048,0.428571428571429,0.503937007874016,0.593023255813954,0.422018348623853,0,0.337209302325581
0007CDEC0B,0.636363636363636,0.433333333333333,0.461538461538462,0.4375,0.333333333333333,0.602150537634409,0.702127659574468,0.416666666666667,0.662790697674419,0
