ID,0007CA3A3A,0007CB0942,0007CB2302,0007CB30A6,0007CB3713,0007CB47A6,0007CDDBAF,0007CDE223,0007CDEC0B,0007CE0327
0007CA3A3A,0,0.2,0.5,0.714285714285714,0.619047619047619,0.476190476190476,0.25,0.523809523809524,0.571428571428571,0.666666666666667
0007CB0942,0.8,0,0,0.875,0.25,0.5,0.347826086956522,0.36,0.461538461538462,0.428571428571429
0007CB2302,0.5,0,0,0.333333333333333,0,0.571428571428571,0.5,0.2,1,0.625
0007CB30A6,0.285714285714286,0.125,0.666666666666667,0,0.125,0.333333333333333,0.692307692307692,0.384615384615385,0.428571428571429,0.5
0007CB3713,0.380952380952381,0.75,0,0.875,0,0.4,0.611111111111111,0.4,0.625,0.625
0007CB47A6,0.523809523809524,0.5,0.428571428571429,0.666666666666667,0.6,0,0.92,0.45,0.6,0.571428571428571
0007CDDBAF,0.75,0.652173913043478,0.5,0.307692307692308,0.388888888888889,0.08,0,0.5,0.5,0.785714285714286
0007CDE223,0.476190476190476,0.64,0.8,0.615384615384615,0.6,0.55,0.5,0,0.652777777777778,0.523809523809524
0007CDEC0B,0.428571428571429,0.538461538461538,0,0.571428571428571,0.375,0.4,0.5,0.347222222222222,0,0.333333333333333
0007CE0327,0.333333333333333,0.571428571428571,0.375,0.5,0.375,0.428571428571429,0.214285714285714,0.476190476190476,0.666666666666667,0
