ID,0007CA3A3A,0007CB0942,0007CB30A6,0007CB486D,0007CD5116,0007CD86B3,0007CDC91B,0007CDDBAF,0007CDE223,0007CDEC0B
0007CA3A3A,0,0.75,0.222222222222222,0.368421052631579,0.4,0.125,0.611111111111111,0.549019607843137,0.571428571428571,0.3
0007CB0942,0.25,0,0,0.636363636363636,0,0.538461538461538,0.588235294117647,0.464285714285714,0.764705882352941,0.529411764705882
0007CB30A6,0.777777777777778,0,0,0.5,0,0.428571428571429,0.521739130434783,0.275862068965517,0.666666666666667,0
0007CB486D,0.631578947368421,0.363636363636364,0.5,0,0.5,0.405405405405405,0.615384615384615,0.390804597701149,0.228571428571429,0.269230769230769
0007CD5116,0.6,0,0,0.5,0,0.75,0,0.2,0.6,0
0007CD86B3,0.875,0.461538461538462,0.571428571428571,0.594594594594595,0.25,0,0.666666666666667,0.507042253521127,0.534883720930233,0.333333333333333
0007CDC91B,0.388888888888889,0.411764705882353,0.478260869565217,0.384615384615385,0,0.333333333333333,0,0.364864864864865,0.588235294117647,1
0007CDDBAF,0.450980392156863,0.535714285714286,0.724137931034483,0.609195402298851,0.8,0.492957746478873,0.635135135135135,0,0.551470588235294,0.476190476190476
0007CDE223,0.428571428571429,0.235294117647059,0.333333333333333,0.771428571428571,0.4,0.465116279069767,0.411764705882353,0.448529411764706,0,0.25
0007CDEC0B,0.7,0.470588235294118,0,0.730769230769231,0,0.666666666666667,0,0.523809523809524,0.75,0
