ID,0007CB0942,0007CB2224,0007CB3491,0007CB4837,0007CD72E3,0007CD77C5,0007CDE223,0007CDEC0B,0007CDEEE2,0007CE0327
0007CB0942,0,0.446428571428571,0.551724137931034,0.545454545454545,0.68,0.711864406779661,0.625,0.8,0.583333333333333,0.478260869565217
0007CB2224,0.553571428571429,0,0.448275862068966,0.9,0.596774193548387,0.506849315068493,0.528205128205128,0.538461538461538,0.704918032786885,0.522222222222222
0007CB3491,0.448275862068966,0.551724137931034,0,0.428571428571429,0.358974358974359,0.339622641509434,0.324324324324324,0.444444444444444,0.722222222222222,0.153846153846154
0007CB4837,0.454545454545455,0.1,0.571428571428571,0,0.444444444444444,0.176470588235294,0.666666666666667,0.5,0.333333333333333,0.2
0007CD72E3,0.32,0.403225806451613,0.641025641025641,0.555555555555556,0,0.418918918918919,0.508474576271186,0.444444444444444,0.814814814814815,0.52
0007CD77C5,0.288135593220339,0.493150684931507,0.660377358490566,0.823529411764706,0.581081081081081,0,0.594202898550725,0.631578947368421,0.589211618257261,0.540540540540541
0007CDE223,0.375,0.471794871794872,0.675675675675676,0.333333333333333,0.491525423728814,0.405797101449275,0,0.3125,0.272727272727273,0.636363636363636
0007CDEC0B,0.2,0.461538461538462,0.555555555555556,0.5,0.555555555555556,0.368421052631579,0.6875,0,0.2,0.615384615384615
0007CDEEE2,0.416666666666667,0.295081967213115,0.277777777777778,0.666666666666667,0.185185185185185,0.410788381742739,0.727272727272727,0.8,0,0.192307692307692
0007CE0327,0.521739130434783,0.477777777777778,0.846153846153846,0.8,0.48,0.459459459459459,0.363636363636364,0.384615384615385,0.807692307692308,0
