ID,0007CB2224,0007CB3491,0007CB4837,0007CB6AB4,0007CD5116,0007CDE223,0007CDE4F0,0007CDEAA7,0007CDEC0B,0007CDEEE2
0007CB2224,0,0.875,0.4,1,0.333333333333333,0.714285714285714,0,0,0.75,1
0007CB3491,0.125,0,1,0.638297872340426,0,0.571428571428571,0.428571428571429,0.545454545454545,0.571428571428571,0.574074074074074
0007CB4837,0.6,0,0,0.214285714285714,0.8,0.25,0.2,0,0.615384615384615,0.4
0007CB6AB4,0,0.361702127659574,0.785714285714286,0,1,0.454545454545455,0.4,0.696969696969697,0.504273504273504,0.65625
0007CD5116,0.666666666666667,0,0.2,0,0,0.25,0,1,0.875,0.25
0007CDE223,0.285714285714286,0.428571428571429,0.75,0.545454545454545,0.75,0,0.5,0.363636363636364,0.533333333333333,0.558823529411765
0007CDE4F0,0,0.571428571428571,0.8,0.6,1,0.5,0,0,0.625,0.666666666666667
0007CDEAA7,0,0.454545454545455,1,0.303030303030303,0,0.636363636363636,0,0,0.0454545454545455,0.272727272727273
0007CDEC0B,0.25,0.428571428571429,0.384615384615385,0.495726495726496,0.125,0.466666666666667,0.375,0.954545454545455,0,0.583333333333333
0007CDEEE2,0,0.425925925925926,0.6,0.34375,0.75,0.441176470588235,0.333333333333333,0.727272727272727,0.416666666666667,0
