ID,0006CB224,0007ABF555,0007AC2B02,0007ACA781,0007CB7051,0007CD6778,0007CD765E,0007CDADED,0007CDC443,0007CDEAA7
0006CB224,0,0.636363636363636,0,0.8,0.666666666666667,0.5,0,0,0.416666666666667,0.666666666666667
0007ABF555,0.363636363636364,0,0.4,0.547169811320755,0.36,0.25,1,0.615384615384615,0.428571428571429,0.481481481481481
0007AC2B02,1,0.6,0,0.694444444444444,0.638297872340426,0.571428571428571,1,0.777777777777778,0.625,0.538461538461538
0007ACA781,0.2,0.452830188679245,0.305555555555556,0,0.483333333333333,0.227272727272727,0,0.521739130434783,0.481481481481481,0.340425531914894
0007CB7051,0.333333333333333,0.64,0.361702127659574,0.516666666666667,0,0.5,0.45,0.416666666666667,0.565217391304348,0.428571428571429
0007CD6778,0.5,0.75,0.428571428571429,0.772727272727273,0.5,0,0,0.875,0.6,0.6
0007CD765E,0,0,0,1,0.55,0,0,0.666666666666667,0,0.285714285714286
0007CDADED,1,0.384615384615385,0.222222222222222,0.478260869565217,0.583333333333333,0.125,0.333333333333333,0,0.515151515151515,0.636363636363636
0007CDC443,0.583333333333333,0.571428571428571,0.375,0.518518518518518,0.434782608695652,0.4,0,0.484848484848485,0,0.8
0007CDEAA7,0.333333333333333,0.518518518518518,0.461538461538462,0.659574468085106,0.571428571428571,0.4,0.714285714285714,0.363636363636364,0.2,0
